entity,type,start,end,weeks,intensity,peak
Everi Holdings Inc.,COMP,2021-04-12,2021-11-08,31,27.1,2021-04-12
"NextEra Energy, Inc.",COMP,2017-01-02,2018-06-04,75,27.1,2018-05-28
Cash Burn,CONCEPT,2021-04-05,2022-01-31,44,27.1,2021-05-03
UPS,COMP,2019-10-14,2020-12-14,62,27.1,2020-08-03
Electronic Arts,COMP,2018-09-17,2019-02-11,22,27.1,2019-02-04
Comcast,COMP,2019-07-22,2019-10-21,14,27.1,2019-07-29
Biogen Inc.,COMP,2020-01-13,2020-03-09,9,27.1,2020-01-13
Nokia Corporation,COMP,2018-04-09,2019-04-08,53,27.1,2019-02-25
Pound,FIN_INSTRUMENT,2018-10-22,2020-11-02,107,27.0,2018-12-03
VMware,COMP,2019-08-12,2020-01-20,24,27.0,2019-09-16
iShares MSCI USA Min Vol Factor ETF,FIN_INSTRUMENT,2022-08-29,2023-11-13,64,27.0,2023-10-16
Technology & Communications Sector,SECTOR,2019-04-01,2020-03-23,52,27.0,2019-05-13
Dave & Buster's,COMP,2019-06-03,2020-09-07,67,27.0,2019-12-09
Copper,PRODUCT,2019-03-11,2019-09-09,27,27.0,2019-04-01
Stock,FIN_INSTRUMENT,2023-08-07,2023-10-16,11,27.0,2023-10-02
West Virginia,GPE,2022-06-13,2022-07-25,7,27.0,2022-06-13
QQQ,FIN_INSTRUMENT,2023-04-24,2023-10-30,28,27.0,2023-08-14
Tencent Music Entertainment,COMP,2018-04-30,2019-11-11,81,27.0,2018-04-30
McDonald's,COMP,2020-11-02,2021-05-31,31,26.9,2020-11-09
American Tower Corporation,COMP,2017-01-30,2019-04-01,114,26.9,2017-03-27
Earnings Per Share,ECON_INDICATOR,2022-02-07,2022-02-07,1,26.9,2022-02-07
Oil prices,ECON_INDICATOR,2020-03-02,2021-02-08,50,26.9,2021-02-08
United Airlines Holdings Inc,COMP,2020-03-30,2020-11-16,34,26.9,2020-04-13
Gilead Sciences,COMP,2018-12-03,2019-03-04,14,26.8,2019-02-04
New Zealand,GPE,2019-05-20,2021-11-01,129,26.8,2021-04-05
Economic Activity,CONCEPT,2020-03-16,2021-07-26,72,26.8,2020-09-07
Dow Jones Industrial Average,FIN_INSTRUMENT,2021-11-15,2022-01-10,9,26.8,2022-01-10
200 day moving average,CONCEPT,2023-07-24,2023-11-27,19,26.8,2023-07-31
Stanley Black & Decker,COMP,2021-12-06,2023-05-29,78,26.8,2021-12-06
ChargePoint,COMP,2020-10-19,2022-06-06,86,26.8,2021-07-12
Plug Power,COMP,2021-10-04,2021-11-01,5,26.8,2021-10-11
Earnings Per Share,ECON_INDICATOR,2020-07-27,2020-08-03,2,26.8,2020-07-27
Micron Technology,COMP,2020-06-29,2020-08-24,9,26.7,2020-06-29
Earnings Per Share,ECON_INDICATOR,2022-10-17,2022-10-31,3,26.7,2022-10-31
Peloton Interactive Inc,COMP,2020-05-04,2021-08-23,69,26.7,2020-09-07
TripAdvisor,COMP,2017-01-23,2017-08-21,31,26.7,2017-01-23
Applied Materials Inc.,COMP,2017-01-09,2017-08-14,32,26.7,2017-05-15
Portfolio,CONCEPT,2022-01-03,2022-01-03,1,26.7,2022-01-03
Shein,COMP,2023-05-22,2023-11-27,28,26.7,2023-11-27
Michael Foster,PERSON,2018-02-26,2020-02-10,103,26.7,2020-02-10
Dow Jones Industrial Average,FIN_INSTRUMENT,2023-07-17,2023-07-31,3,26.6,2023-07-24
Amgen,COMP,2019-06-03,2019-08-26,13,26.6,2019-06-17
Weyerhaeuser Company,COMP,2017-07-24,2019-01-28,80,26.6,2017-07-24
Ventas,COMP,2019-09-09,2020-03-23,29,26.6,2019-09-09
Gold Miners ETF,FIN_INSTRUMENT,2019-04-01,2020-01-27,44,26.6,2019-11-04
"Burlington Stores, Inc.",COMP,2017-02-20,2018-08-27,80,26.6,2018-08-27
Robinhood Markets Inc,COMP,2021-07-26,2022-01-24,27,26.6,2021-08-02
United Continental,COMP,2017-01-09,2017-12-11,49,26.6,2017-01-09
Crown Castle International Corp.,COMP,2017-04-17,2018-07-16,66,26.6,2018-04-16
EOG Resources,COMP,2019-11-04,2021-03-01,70,26.6,2019-11-04
Amphenol Corporation,COMP,2017-01-23,2019-01-21,105,26.6,2017-01-23
Dividend-Paying Stocks,CONCEPT,2020-09-28,2020-10-19,4,26.6,2020-09-28
iShares MSCI USA Value Factor ETF,FIN_INSTRUMENT,2023-05-08,2023-11-27,30,26.6,2023-08-07
Take-Two Interactive,COMP,2019-09-30,2020-08-24,48,26.5,2020-03-23
Intel,COMP,2019-01-14,2019-01-28,3,26.5,2019-01-14
CDC,ORG/GOV,2020-05-25,2021-08-02,63,26.4,2020-12-14
Fox Corp,COMP,2020-02-24,2022-01-17,100,26.4,2020-02-24
"Gilead Sciences, Inc.",COMP,2017-02-06,2017-09-11,32,26.4,2017-09-11
Federal Reserve,ORG/REG,2021-06-21,2021-06-21,1,26.4,2021-06-21
Credit Suisse,COMP,2023-03-13,2023-04-10,5,26.4,2023-03-13
Starbucks,COMP,2018-12-17,2019-01-28,7,26.4,2018-12-24
Dynatrace,COMP,2020-12-07,2023-05-15,128,26.4,2023-05-15
Vanguard S&P Mid-Cap 400 ETF,FIN_INSTRUMENT,2023-08-07,2023-12-11,19,26.4,2023-12-11
iShares Expanded Tech-Software Sector ETF,FIN_INSTRUMENT,2023-07-17,2023-12-04,21,26.4,2023-09-18
Capital,FIN_INSTRUMENT,2019-05-06,2021-02-15,94,26.3,2019-06-03
QuantumScape,COMP,2020-10-12,2021-05-17,32,26.3,2021-01-04
Dividend Yield,CONCEPT,2022-05-23,2022-06-27,6,26.3,2022-06-27
MercadoLibre,COMP,2021-07-12,2021-11-08,18,26.3,2021-11-08
Portfolio Allocation,CONCEPT,2023-04-03,2023-10-30,31,26.3,2023-05-01
Align Technology,COMP,2017-11-27,2018-07-09,33,26.3,2018-01-15
AerCap,COMP,2020-11-09,2021-03-15,19,26.3,2021-03-08
Amazon,COMP,2020-11-09,2020-11-16,2,26.3,2020-11-16
Zebra Technologies,COMP,2019-04-29,2020-10-05,76,26.3,2020-01-13
Infrastructure Bill,EVENT,2021-03-29,2022-01-31,45,26.2,2021-11-15
Amazon.com Inc.,COMP,2017-03-13,2017-12-18,41,26.2,2017-09-18
Micron Technology,COMP,2018-06-11,2018-07-23,7,26.2,2018-07-02
Dividend History,CONCEPT,2021-04-26,2021-06-14,8,26.2,2021-05-03
Legal Marijuana,CONCEPT,2017-05-22,2019-09-23,123,26.2,2018-09-03
Earnings per Share,ECON_INDICATOR,2017-01-16,2018-11-26,98,26.2,2017-02-06
Earnings Season,EVENT,2019-02-04,2019-02-11,2,26.2,2019-02-11
Central Garden & Pet Company,COMP,2022-04-18,2022-08-01,16,26.2,2022-04-25
Vantage Towers,COMP,2020-12-07,2021-02-01,9,26.2,2021-02-01
Honeywell,COMP,2020-08-24,2022-02-21,79,26.2,2021-03-22
Flex Ltd.,COMP,2018-07-09,2019-01-28,30,26.2,2018-07-09
Керченский пролив,GPE,2018-09-17,2019-11-18,62,26.2,2018-11-26
ETFs,FIN_INSTRUMENT,2017-01-02,2017-02-20,8,26.1,2017-01-09
After Hours Session,EVENT,2021-01-25,2021-03-15,8,26.1,2021-01-25
Chicago,GPE,2019-07-15,2019-07-29,3,26.1,2019-07-15
India,GPE,2021-03-22,2021-05-03,7,26.1,2021-03-22
Generac Holdings,COMP,2021-07-26,2023-01-30,80,26.1,2022-05-30
Blackstone Inc,COMP,2021-09-06,2023-11-06,114,26.1,2022-07-25
Teva Pharmaceutical Industries Ltd,COMP,2017-02-13,2017-07-31,25,26.1,2017-04-17
Consumer Products Sector,SECTOR,2019-04-01,2020-03-09,50,26.1,2019-04-15
Internet of Things,CONCEPT,2017-01-02,2018-05-07,71,26.1,2017-07-17
Tractor Supply Company,COMP,2017-07-10,2018-04-16,41,26.1,2017-07-10
Alexandria Real Estate Equities,COMP,2021-02-22,2021-04-12,8,26.1,2021-04-12
Twitter Inc,COMP,2020-03-30,2020-10-26,31,26.1,2020-07-20
Urban Outfitters,COMP,2019-09-09,2020-06-01,39,26.1,2019-09-09
Yelp,COMP,2019-01-28,2019-12-02,45,26.1,2019-03-11
Retail Sector,SECTOR,2017-11-13,2018-01-01,8,26.1,2018-01-01
Railroads,SECTOR,2017-01-02,2018-04-09,67,26.0,2017-12-04
First American Financial Corporation,COMP,2017-05-15,2018-08-27,68,26.0,2017-07-31
ESG Investing,CONCEPT,2019-12-16,2021-11-22,102,26.0,2019-12-16
United Parcel Service Inc,COMP,2019-11-11,2020-10-26,51,26.0,2019-11-11
Digital Payments,SECTOR,2019-12-09,2021-01-11,58,26.0,2019-12-09
Exxon Mobil,COMP,2023-09-11,2023-10-09,5,26.0,2023-09-11
Alteryx,COMP,2019-08-19,2020-07-13,48,26.0,2019-12-09
Dow Inc.,COMP,2019-06-03,2020-03-16,42,26.0,2019-09-16
"Aaron's, Inc.",COMP,2017-06-05,2018-10-22,73,26.0,2017-09-11
Skyworks Solutions,COMP,2017-01-09,2017-07-24,29,26.0,2017-04-24
Bank of America,COMP,2019-09-09,2019-10-21,7,25.9,2019-09-30
MetLife,COMP,2020-09-14,2021-06-21,41,25.9,2021-05-10
Trade Talks,EVENT,2018-08-20,2019-09-02,55,25.9,2019-02-11
Vale S.A.,COMP,2018-09-17,2019-04-01,29,25.9,2019-04-01
Financial Advice,CONCEPT,2021-08-23,2022-10-24,62,25.9,2021-11-08
Discover Financial Services,COMP,2017-04-24,2017-07-31,15,25.9,2017-04-24
Industrial Select Sector SPDR ETF,FIN_INSTRUMENT,2019-04-01,2020-01-06,41,25.9,2019-06-17
"Applied Materials, Inc.",COMP,2017-01-30,2018-03-19,60,25.9,2017-02-13
Tapestry,COMP,2019-10-21,2021-02-01,68,25.9,2021-02-01
Visa Inc,COMP,2017-10-02,2017-10-23,4,25.8,2017-10-16
Earnings,ECON_INDICATOR,2019-01-07,2019-01-28,4,25.8,2019-01-28
Qorvo Inc.,COMP,2017-01-30,2019-02-04,106,25.8,2019-02-04
SPDR MSCI USA StrategicFactors ETF,FIN_INSTRUMENT,2022-08-29,2023-10-16,60,25.8,2023-01-02
5G Networks,CONCEPT,2019-07-08,2020-12-14,76,25.8,2020-08-10
Johnson & Johnson,COMP,2019-11-18,2020-02-03,12,25.8,2019-11-18
France,GPE,2020-03-02,2020-10-12,33,25.8,2020-03-09
Capri Holdings,COMP,2019-11-11,2020-06-15,32,25.8,2019-12-16
BHP Group Ltd,COMP,2020-04-20,2022-08-08,121,25.8,2022-07-18
L Brands,COMP,2017-02-20,2018-09-10,82,25.8,2017-02-20
Consumer Staples Sector,SECTOR,2023-07-24,2023-10-23,14,25.8,2023-10-16
Morgan Stanley,COMP,2021-04-05,2021-05-24,8,25.7,2021-04-19
Activision Blizzard,COMP,2019-03-25,2019-05-06,7,25.7,2019-04-29
McDonald's,COMP,2019-07-08,2019-11-04,18,25.7,2019-11-04
Energy Sector,SECTOR,2020-11-09,2020-12-14,6,25.7,2020-11-09
Opendoor Technologies,COMP,2021-01-04,2022-06-27,78,25.7,2022-06-27
Lowe's,COMP,2019-12-09,2020-11-02,48,25.6,2020-05-18
Nvidia Corp,COMP,2020-08-31,2020-10-05,6,25.6,2020-09-14
TerraForm Power,COMP,2018-08-27,2020-02-17,78,25.6,2018-08-27
Appian,COMP,2020-11-09,2023-04-17,128,25.6,2020-11-09
Hydrogen,PRODUCT,2020-07-20,2023-07-24,158,25.6,2020-07-20
Stock Performance,FIN_INSTRUMENT,2017-10-02,2018-01-29,18,25.6,2017-11-20
Crown Castle,COMP,2022-10-03,2023-12-11,63,25.6,2023-04-24
Cigna Corp,COMP,2018-11-26,2020-11-02,102,25.6,2020-11-02
Elastic,COMP,2019-11-25,2021-09-06,94,25.6,2019-11-25
STOXX 600,FIN_INSTRUMENT,2017-12-18,2019-06-24,80,25.6,2018-01-15
Morgan Stanley,COMP,2020-09-28,2020-12-21,13,25.5,2020-11-09
Deutsche Bank AG,COMP,2017-03-06,2017-10-02,31,25.5,2017-07-03
Freeport LNG,COMP,2022-12-05,2023-11-20,51,25.5,2023-01-09
Return On Capital Employed,ECON_INDICATOR,2021-04-26,2022-01-24,40,25.5,2021-05-17
Verizon Communications,COMP,2019-10-21,2020-09-28,50,25.5,2020-09-21
Zoom Video Communications Inc,COMP,2020-04-13,2021-07-19,67,25.5,2020-04-27
General Electric,COMP,2018-01-01,2018-01-22,4,25.5,2018-01-22
Applied Materials,COMP,2018-01-08,2018-03-12,10,25.5,2018-02-12
Ball Corporation,COMP,2018-07-30,2018-11-26,18,25.4,2018-07-30
Dividends,CONCEPT,2021-04-05,2021-11-15,33,25.4,2021-06-21
Dividend Growth Stocks,CONCEPT,2022-12-05,2023-02-27,13,25.4,2022-12-05
Macy's,COMP,2020-10-19,2020-11-23,6,25.4,2020-10-19
Sea Limited,COMP,2019-11-25,2019-11-25,1,25.4,2019-11-25
Spotify Technology SA,COMP,2019-06-10,2021-04-26,99,25.4,2020-04-27
Canopy Growth Corporation,COMP,2018-06-25,2019-09-30,67,25.4,2019-06-10
The Walt Disney Company,COMP,2021-08-30,2023-02-06,76,25.3,2022-05-09
Tesla Inc,COMP,2022-04-11,2022-08-08,18,25.3,2022-05-09
Chinese Government,ORG/GOV,2021-05-17,2022-04-25,50,25.3,2022-04-25
Brent,PRODUCT,2020-04-20,2020-07-27,15,25.3,2020-04-20
Square Inc.,COMP,2017-01-09,2018-08-27,86,25.3,2018-04-02
Allegion plc,COMP,2018-02-19,2019-06-24,71,25.3,2018-02-19
Phibro Animal Health Corporation,COMP,2017-06-12,2019-03-18,93,25.3,2018-05-07
Kraft Heinz Company,COMP,2017-10-02,2018-11-12,59,25.3,2018-04-30
General Mills Inc,COMP,2018-12-17,2020-09-21,93,25.3,2018-12-17
Schwab U.S. Dividend Equity ETF,FIN_INSTRUMENT,2023-02-27,2023-11-27,40,25.3,2023-08-07
iShares S&P 500 Growth ETF,FIN_INSTRUMENT,2022-10-31,2023-11-27,57,25.3,2022-10-31
iShares U.S. Consumer Services ETF,FIN_INSTRUMENT,2019-03-25,2019-11-25,36,25.2,2019-04-15
Walgreens,COMP,2019-12-09,2020-11-30,52,25.2,2020-03-09
Renewable Energy Sector,SECTOR,2020-09-28,2021-01-11,16,25.2,2020-11-02
Dutch Bros,COMP,2021-09-27,2023-12-11,116,25.2,2023-12-04
VWO,FIN_INSTRUMENT,2017-01-09,2017-11-13,45,25.2,2017-01-09
Hanesbrands Inc.,COMP,2017-01-30,2019-04-29,118,25.2,2017-10-23
Weibo,COMP,2017-06-26,2018-02-26,36,25.2,2017-09-04
Smartsheet,COMP,2019-06-17,2020-08-31,64,25.2,2019-10-28
Scotts Miracle-Gro,COMP,2018-10-15,2020-02-17,71,25.2,2018-10-15
Google,COMP,2019-11-04,2020-01-06,10,25.2,2019-11-18
Livongo Health,COMP,2019-11-25,2020-12-14,56,25.2,2019-11-25
Coinbase,COMP,2020-12-28,2021-05-31,23,25.2,2020-12-28
American Tower,COMP,2020-05-11,2020-07-27,12,25.2,2020-06-01
DISH Network Corp,COMP,2019-07-29,2020-11-09,68,25.2,2019-07-29
ETF Trends,ORG,2021-02-08,2022-04-11,62,25.2,2021-02-08
Blackstone Inc.,COMP,2021-10-18,2023-04-17,79,25.2,2022-10-10
Datadog,COMP,2020-05-11,2020-06-15,6,25.2,2020-05-25
Samsung Electronics,COMP,2019-11-11,2021-02-01,65,25.1,2019-12-23
Health Care Sector,SECTOR,2018-11-19,2019-09-16,44,25.1,2018-11-19
Stock Split,EVENT,2020-07-27,2022-09-19,113,25.1,2020-08-24
Universal Pictures,COMP,2020-04-27,2021-10-04,76,25.1,2021-10-04
Darden Restaurants,COMP,2020-02-24,2020-06-22,18,25.1,2020-06-22
Merck & Co Inc,COMP,2020-04-27,2020-12-21,35,25.1,2020-05-25
Lithium,PRODUCT,2023-05-01,2023-12-11,33,25.0,2023-10-30
WisdomTree U.S. MidCap ETF,FIN_INSTRUMENT,2022-10-31,2023-09-18,47,25.0,2022-10-31
Kinder Morgan,COMP,2017-06-05,2017-10-02,18,25.0,2017-10-02
Warren Buffett,PERSON,2017-02-13,2017-03-06,4,25.0,2017-02-13
Streaming,SECTOR,2019-04-08,2020-09-28,78,25.0,2020-02-17
Vanguard Mid-Cap Value ETF,FIN_INSTRUMENT,2023-07-17,2023-11-20,19,25.0,2023-11-06
Trupanion,COMP,2020-11-16,2021-11-29,55,25.0,2021-02-01
DTE Energy Company,COMP,2017-04-17,2018-02-12,44,25.0,2017-06-12
AAR Corp,COMP,2019-09-30,2020-12-14,64,24.9,2019-11-11
Adobe,COMP,2019-11-18,2020-03-09,17,24.9,2020-03-09
Amazon.com,COMP,2019-12-09,2020-01-13,6,24.9,2019-12-30
NBCUniversal,COMP,2019-01-14,2020-04-27,68,24.9,2020-04-13
Snapchat,PRODUCT,2017-01-30,2018-04-02,62,24.9,2017-01-30
Visa,COMP,2020-12-28,2021-02-15,8,24.9,2021-01-25
Tencent,COMP,2021-07-19,2021-09-20,10,24.9,2021-08-02
Gold,PRODUCT,2019-03-11,2019-04-08,5,24.9,2019-03-11
Finance Sector,SECTOR,2018-12-17,2019-02-11,9,24.9,2019-01-28
Micron Technology,COMP,2019-12-02,2020-01-20,8,24.9,2019-12-30
Ryan Cohen,PERSON,2020-12-28,2021-06-07,24,24.9,2021-03-22
Options Channel,ORG,2021-03-15,2021-12-13,40,24.8,2021-10-11
Electric Power Utilities,SECTOR,2017-01-23,2018-02-19,57,24.8,2017-02-20
iShares S&P 500 Value ETF,FIN_INSTRUMENT,2023-07-24,2023-12-11,21,24.8,2023-07-24
Uber Technologies,COMP,2019-06-24,2019-11-25,23,24.8,2019-09-16
U.S. Economy,CONCEPT,2023-07-24,2023-10-23,14,24.8,2023-09-04
TSMC,COMP,2021-01-18,2022-02-14,57,24.8,2021-07-19
Pilgrim's Pride Corporation,COMP,2017-08-14,2019-02-11,79,24.8,2018-12-10
SoftBank Group Corp,COMP,2020-04-20,2020-09-14,22,24.8,2020-09-07
Lear Corporation,COMP,2019-08-05,2019-10-28,13,24.8,2019-09-23
Bank of America Corp,COMP,2020-04-06,2020-07-13,15,24.8,2020-07-13
DoorDash,COMP,2020-12-07,2021-11-08,49,24.8,2021-11-08
Jabil,COMP,2023-12-04,2023-12-11,2,24.8,2023-12-11
Consumer Staples Sector,SECTOR,2017-01-02,2017-10-09,41,24.8,2017-04-24
Levi Strauss & Co.,COMP,2023-10-02,2023-10-02,1,24.8,2023-10-02
Silvergate Capital,COMP,2021-11-01,2023-03-20,73,24.8,2021-11-01
Interest Cover,ECON_INDICATOR,2021-04-12,2022-01-03,39,24.8,2021-11-22
Williams-Sonoma Inc.,COMP,2017-08-21,2018-05-21,40,24.7,2018-05-21
MLP and Energy Infrastructure ETF,FIN_INSTRUMENT,2018-08-20,2019-07-29,50,24.7,2019-07-29
Fidelity MSCI Utilities Index ETF,FIN_INSTRUMENT,2018-04-02,2019-02-25,48,24.7,2018-04-02
PBF Energy,COMP,2022-03-28,2023-01-16,43,24.7,2022-03-28
Coinbase,COMP,2023-06-19,2023-12-04,25,24.7,2023-12-04
White House,ORG/GOV,2020-03-09,2021-10-11,84,24.7,2020-11-02
E-commerce,SECTOR,2021-01-04,2021-04-05,14,24.7,2021-03-22
Moderna Inc.,COMP,2020-05-04,2022-06-06,110,24.7,2022-05-02
Dropbox,COMP,2019-02-18,2020-10-05,86,24.7,2019-02-18
Baker Hughes,COMP,2017-04-24,2017-04-24,1,24.6,2017-04-24
0.1 percent,ECON_INDICATOR,2019-03-04,2019-05-27,13,24.6,2019-04-01
Realty Income,COMP,2023-08-28,2023-12-11,16,24.6,2023-09-11
"MKS Instruments, Inc.",COMP,2017-02-20,2017-11-20,40,24.6,2017-02-20
PayPal,COMP,2019-10-21,2019-12-30,11,24.6,2019-10-28
Financials Industry Sector,SECTOR,2021-09-27,2023-12-11,116,24.6,2022-01-10
West Pharmaceutical Services,COMP,2021-10-11,2022-10-17,54,24.6,2022-02-07
Archer Daniels Midland Company,COMP,2017-01-30,2017-02-06,2,24.6,2017-02-06
Facebook,COMP,2021-01-04,2021-03-01,9,24.6,2021-03-01
Earnings Per Share,ECON_INDICATOR,2021-01-18,2021-02-08,4,24.6,2021-01-25
"Office Depot, Inc.",COMP,2017-02-27,2019-06-24,122,24.6,2018-02-26
Avery Dennison Corporation,COMP,2017-05-22,2018-10-22,75,24.6,2017-07-24
ETF Channel,ORG,2019-04-01,2019-09-23,26,24.6,2019-07-01
Domino's Pizza Inc,COMP,2018-01-08,2018-09-17,37,24.6,2018-07-16
Operating Margin,ECON_INDICATOR,2018-10-22,2019-03-18,22,24.5,2018-10-22
Aflac Inc.,COMP,2017-04-24,2018-10-22,79,24.5,2018-07-23
Theaters,SECTOR,2020-03-16,2021-07-26,72,24.5,2020-04-27
Владимир Путин,PERSON,2016-12-26,2017-07-03,28,24.5,2017-06-12
FTSE 250,FIN_INSTRUMENT,2020-03-30,2021-03-29,53,24.5,2020-06-01
Unilever,COMP,2022-01-17,2023-02-06,56,24.5,2022-11-14
General Motors,COMP,2020-09-07,2021-02-08,23,24.5,2020-09-07
Chip Shortage,CONCEPT,2021-02-01,2022-01-31,53,24.5,2021-05-17
Services,SECTOR,2019-10-28,2020-07-27,40,24.4,2019-12-16
Equinor ASA,COMP,2021-11-15,2023-02-13,66,24.4,2022-01-17
Cummins,COMP,2019-07-29,2019-11-11,16,24.4,2019-08-19
Johnson & Johnson,COMP,2020-09-07,2020-10-12,6,24.4,2020-09-21
Codexis,COMP,2019-08-05,2020-02-24,30,24.4,2019-08-05
Sangamo Therapeutics,COMP,2019-10-07,2020-04-27,30,24.4,2019-10-07
"Chipotle Mexican Grill, Inc.",COMP,2017-01-09,2019-02-04,109,24.4,2019-02-04
Pfizer Inc.,COMP,2021-11-01,2022-02-14,16,24.3,2021-11-01
Верховная Рада,ORG/GOV,2019-05-13,2019-11-18,28,24.3,2019-05-13
Biopharmaceutical Industry,SECTOR,2019-05-20,2020-08-10,65,24.3,2020-07-27
Helen of Troy Limited,COMP,2018-05-28,2019-01-07,33,24.3,2018-06-18
BHP Billiton Limited,COMP,2017-01-23,2018-04-02,63,24.3,2017-05-29
ONEOK Inc,COMP,2019-05-06,2020-08-10,67,24.3,2020-02-24
Humana Inc.,COMP,2022-09-12,2022-11-21,11,24.3,2022-11-14
Britain,GPE,2020-06-29,2021-06-14,51,24.3,2020-09-07
Debt,CONCEPT,2019-09-09,2020-07-13,45,24.3,2019-09-09
Retail Stocks,SECTOR,2020-01-20,2021-01-04,51,24.3,2020-06-01
Taiwan Semiconductor Manufacturing,COMP,2021-01-04,2021-07-19,29,24.3,2021-07-19
Texas Roadhouse,COMP,2019-06-17,2020-04-20,45,24.3,2019-06-17
MPLX,COMP,2018-06-25,2020-03-16,91,24.3,2018-09-17
Gilead Sciences Inc.,COMP,2018-01-29,2018-04-30,14,24.3,2018-04-09
Dover Corporation,COMP,2017-11-27,2018-04-09,20,24.3,2018-01-29
Abbott,COMP,2018-05-21,2018-07-09,8,24.3,2018-07-09
Emergency Use Authorization,CONCEPT,2020-08-24,2022-05-02,89,24.2,2020-12-07
Utilities Select Sector SPDR ETF,FIN_INSTRUMENT,2023-07-24,2023-10-23,14,24.2,2023-09-25
Dollar General,COMP,2020-03-23,2020-09-28,28,24.2,2020-05-18
Quarterly Cash Dividend,FIN_INSTRUMENT,2019-06-17,2020-07-13,57,24.2,2019-06-17
"Dominion Energy, Inc.",COMP,2017-05-22,2019-02-18,92,24.2,2017-05-29
Coinbase Global,COMP,2021-04-19,2022-04-11,52,24.2,2022-02-28
The Wendy's Company,COMP,2017-04-03,2019-03-04,101,24.2,2017-04-03
First Solar,COMP,2017-03-20,2017-07-10,17,24.2,2017-04-03
Consumer Stocks,CONCEPT,2018-12-03,2019-12-09,54,24.2,2018-12-03
Bristol-Myers Squibb Company,COMP,2017-01-02,2018-11-26,100,24.2,2017-01-02
Stitch Fix,COMP,2018-12-17,2021-06-21,132,24.2,2019-11-11
Capital Employed,ECON_INDICATOR,2021-04-26,2022-10-17,78,24.2,2021-07-26
Earnings ESP,CONCEPT,2022-07-18,2022-08-01,3,24.1,2022-07-25
United States Steel Corporation,COMP,2017-01-16,2018-05-07,69,24.1,2018-05-07
PowerShares QQQ,FIN_INSTRUMENT,2017-01-09,2018-02-12,58,24.1,2017-06-12
AbbVie,COMP,2017-02-27,2017-05-01,10,24.1,2017-03-06
Novartis,COMP,2019-05-20,2019-12-09,30,24.1,2019-08-05
WarnerMedia,COMP,2021-04-26,2021-07-26,14,24.1,2021-05-17
Short Interest,CONCEPT,2021-01-25,2021-11-01,41,24.1,2021-05-31
StoneCo,COMP,2019-12-23,2020-06-22,27,24.1,2019-12-23
President Donald Trump,PERSON,2017-02-13,2017-04-24,11,24.1,2017-02-27
"EOG Resources, Inc.",COMP,2017-07-31,2020-01-13,129,24.1,2018-01-08
Taiwan Semiconductor Manufacturing Co Ltd,COMP,2020-09-21,2021-10-25,58,24.0,2021-05-10
Insurance Industry,SECTOR,2017-07-17,2019-03-11,87,24.0,2017-10-23
United Parcel Service,COMP,2022-09-12,2023-02-13,23,24.0,2022-12-19
SPDR S&P Insurance ETF,FIN_INSTRUMENT,2023-07-24,2023-12-11,21,24.0,2023-09-04
Boston Beer,COMP,2019-07-01,2020-02-17,34,24.0,2019-12-16
Reuters,ORG,2020-04-06,2022-01-10,93,24.0,2021-05-24
"CF Industries Holdings, Inc.",COMP,2018-03-12,2018-11-12,36,24.0,2018-11-12
Electronic Arts Inc,COMP,2020-04-13,2022-02-14,97,24.0,2021-11-01
Fossil Group,COMP,2017-06-26,2017-09-11,12,24.0,2017-07-03
UK,GPE,2019-05-06,2020-09-21,73,24.0,2019-12-16
Vaccine Distribution,EVENT,2020-04-20,2021-05-31,59,24.0,2020-11-16
Advanced Micro Devices,COMP,2019-10-21,2020-01-06,12,24.0,2019-10-28
Stimulus Package,CONCEPT,2020-03-16,2021-04-26,59,24.0,2020-03-30
Pharmaceuticals,SECTOR,2017-01-09,2017-10-23,42,24.0,2017-10-16
Healthcare Industry,SECTOR,2019-12-16,2020-03-23,15,24.0,2020-01-06
Travel Demand,CONCEPT,2020-02-24,2021-11-22,92,23.9,2020-03-02
Kohl's Corp,COMP,2020-04-06,2022-08-29,126,23.9,2021-12-06
"Boston Properties, Inc.",COMP,2022-09-19,2022-11-07,8,23.9,2022-10-17
Gold Prices,ECON_INDICATOR,2023-07-10,2023-11-20,20,23.9,2023-07-24
Li Auto,COMP,2023-06-19,2023-12-11,26,23.9,2023-08-07
Washington,GPE,2020-05-04,2021-01-11,37,23.9,2020-10-19
Kellogg,COMP,2019-06-24,2020-02-24,36,23.9,2019-10-21
"Altice USA, Inc.",COMP,2018-05-07,2018-12-17,33,23.9,2018-11-05
Gap,COMP,2020-01-27,2020-11-30,45,23.9,2020-04-27
United Kingdom,GPE,2020-04-20,2021-02-01,42,23.9,2020-04-27
Starbucks Corp.,COMP,2019-05-06,2020-04-27,52,23.9,2019-05-06
Spotify Technology,COMP,2019-09-16,2020-09-21,54,23.8,2019-09-30
Cimarex Energy,COMP,2020-10-19,2021-05-24,32,23.8,2021-03-29
POSCO,COMP,2017-02-27,2018-07-16,73,23.8,2017-07-17
Truist Financial,COMP,2022-04-04,2023-12-11,89,23.8,2022-04-11
Nasdaq-100 Index,FIN_INSTRUMENT,2019-05-27,2019-05-27,1,23.8,2019-05-27
Accenture,COMP,2020-03-09,2020-05-18,11,23.8,2020-03-09
Public Service Enterprise Group Inc,COMP,2019-04-01,2020-03-02,49,23.8,2019-05-06
After hours session,EVENT,2020-09-21,2020-10-12,4,23.8,2020-09-21
